タイトル：RE
測定開始日時：2025/10/24 14:34:32
チャンネル番号：2

ログ時間,時刻,通信異常,店内温度[℃],店内湿度[%],DCファン1 回転数（最大：3276）[RPM],DCファン2 回転数（最大：3276）[RPM],DCファン3 回転数（最大：3276）[RPM],DCファン4 回転数（最大：3276）[RPM],周波数上限[Hz],周波数下限[Hz],圧縮機目標周波数[Hz], 圧縮機実周波数[Hz],AC電流値[A],HIC温度[℃],HIC電流値[A],内層照明出力（店舗：端末ステータス1）,外層照明出力（店舗：端末ステータス1）,霜取り出力1（店舗：端末ステータス1）,霜取り出力2（店舗：端末ステータス1）,結露抑制ファン出力（店舗：端末ステータス1）,コンプ出力,DCファン(PWM)1出力,DCファン(PWM)2出力,DCファン(PWM)3出力,DCファン(PWM)4出力,DCファン(三速調)1出力,DCファン(三速調)2出力,警報コード6,警報コード7,警報コード8,警報コード9,警報コード10,警報データ1（店舗）,警報データ2（店舗）,警報データ3（店舗）,警報データ4（店舗）,
'00:07:02.0,2025/10/24 14:41:34,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:03.0,2025/10/24 14:41:35,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:04.0,2025/10/24 14:41:36,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:05.0,2025/10/24 14:41:37,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:06.0,2025/10/24 14:41:38,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:07.0,2025/10/24 14:41:39,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:08.0,2025/10/24 14:41:40,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:09.0,2025/10/24 14:41:41,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:10.0,2025/10/24 14:41:42,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:11.0,2025/10/24 14:41:43,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:12.0,2025/10/24 14:41:44,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:13.0,2025/10/24 14:41:45,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:14.0,2025/10/24 14:41:46,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:15.0,2025/10/24 14:41:47,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:16.0,2025/10/24 14:41:48,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:17.0,2025/10/24 14:41:49,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:18.0,2025/10/24 14:41:50,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:19.0,2025/10/24 14:41:51,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:20.0,2025/10/24 14:41:52,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:21.0,2025/10/24 14:41:53,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:22.0,2025/10/24 14:41:54,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:23.0,2025/10/24 14:41:55,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:24.0,2025/10/24 14:41:56,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:25.0,2025/10/24 14:41:57,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:26.0,2025/10/24 14:41:58,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:27.0,2025/10/24 14:41:59,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:28.0,2025/10/24 14:42:00,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:29.0,2025/10/24 14:42:01,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:30.0,2025/10/24 14:42:02,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:31.0,2025/10/24 14:42:03,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:32.0,2025/10/24 14:42:04,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:33.0,2025/10/24 14:42:05,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:34.0,2025/10/24 14:42:06,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:35.0,2025/10/24 14:42:07,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:36.0,2025/10/24 14:42:08,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:37.0,2025/10/24 14:42:09,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:38.0,2025/10/24 14:42:10,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:39.0,2025/10/24 14:42:11,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:40.0,2025/10/24 14:42:12,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:41.0,2025/10/24 14:42:13,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:42.0,2025/10/24 14:42:14,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:43.0,2025/10/24 14:42:15,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:44.0,2025/10/24 14:42:16,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:45.0,2025/10/24 14:42:17,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:46.0,2025/10/24 14:42:18,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:47.0,2025/10/24 14:42:19,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:48.0,2025/10/24 14:42:20,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:49.0,2025/10/24 14:42:21,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:50.0,2025/10/24 14:42:22,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:51.0,2025/10/24 14:42:23,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:52.0,2025/10/24 14:42:24,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:53.0,2025/10/24 14:42:25,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:54.0,2025/10/24 14:42:26,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:55.0,2025/10/24 14:42:27,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:56.0,2025/10/24 14:42:28,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:57.0,2025/10/24 14:42:29,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:58.0,2025/10/24 14:42:30,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:07:59.0,2025/10/24 14:42:31,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:00.0,2025/10/24 14:42:32,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:01.0,2025/10/24 14:42:33,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:02.0,2025/10/24 14:42:34,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:03.0,2025/10/24 14:42:35,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:04.0,2025/10/24 14:42:36,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:05.0,2025/10/24 14:42:37,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:06.0,2025/10/24 14:42:38,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:07.0,2025/10/24 14:42:39,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:08.0,2025/10/24 14:42:40,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:09.0,2025/10/24 14:42:41,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:10.0,2025/10/24 14:42:42,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:11.0,2025/10/24 14:42:43,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:12.0,2025/10/24 14:42:44,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:13.0,2025/10/24 14:42:45,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:14.0,2025/10/24 14:42:46,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:15.0,2025/10/24 14:42:47,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:16.0,2025/10/24 14:42:48,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:17.0,2025/10/24 14:42:49,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:18.0,2025/10/24 14:42:50,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:19.0,2025/10/24 14:42:51,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:20.0,2025/10/24 14:42:52,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:21.0,2025/10/24 14:42:53,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:22.0,2025/10/24 14:42:54,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:23.0,2025/10/24 14:42:55,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:24.0,2025/10/24 14:42:56,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:25.0,2025/10/24 14:42:57,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:26.0,2025/10/24 14:42:58,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:27.0,2025/10/24 14:42:59,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:28.0,2025/10/24 14:43:00,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:29.0,2025/10/24 14:43:01,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:30.0,2025/10/24 14:43:02,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:31.0,2025/10/24 14:43:03,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:32.0,2025/10/24 14:43:04,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:33.0,2025/10/24 14:43:05,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:34.0,2025/10/24 14:43:06,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:35.0,2025/10/24 14:43:07,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:36.0,2025/10/24 14:43:08,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:37.0,2025/10/24 14:43:09,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:38.0,2025/10/24 14:43:10,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:39.0,2025/10/24 14:43:11,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:40.0,2025/10/24 14:43:12,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:41.0,2025/10/24 14:43:13,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:42.0,2025/10/24 14:43:14,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:43.0,2025/10/24 14:43:15,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:44.0,2025/10/24 14:43:16,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:45.0,2025/10/24 14:43:17,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:46.0,2025/10/24 14:43:18,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:47.0,2025/10/24 14:43:19,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:48.0,2025/10/24 14:43:20,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:49.0,2025/10/24 14:43:21,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
'00:08:50.0,2025/10/24 14:43:22,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,00,00,00,00,00,00h,00h,00h,00h,
